Tipo;No_Licencia;No_Registro;NombreComercial;EmpresaImportadora;FechaEmision;UMedida;Cantidad;PaisProcedencia;PaisOrigen;AduanadeIngreso; CIF_dolares ; CIF_Q ; TimbresQ ;Exportador;Concentraciones;Componentes;VENTANILLA
PERMISOS;464-26    ;302-292B;AMISTAR TOP 32.5 SC;AGRO INSUMOS, S.A                                                                                                                                     ;07/05/2026;Litros    ;444;Colombia                                          ;Colombia                                          ;Puerto Barrios                                    ; $31,243.69 ; Q238,414.04 ; Q470.00 ;Syngenta Crop Protection AG; 20.00, 12.50; Azoxystrobin, Difenoconazole;MAGA
PERMISOS;465-26    ;302-246;SCORE 25 EC;AGRO INSUMOS, S.A                                                                                                                                     ;07/05/2026;Litros    ;292.8;Colombia                                          ;Colombia                                          ;Puerto Barrios                                    ; $8,532.03 ; Q65,106.13 ; Q185.00 ;Syngenta Crop Protection AG; 25.00; Difenoconazole;MAGA
PERMISOS;466-26    ;302-365;INCIPIO 20 SC;AGRO INSUMOS, S.A                                                                                                                                     ;07/05/2026;Litros    ;48;Colombia                                          ;Inglaterra                                        ;Puerto Barrios                                    ; $4,867.32 ; Q37,141.50 ; Q125.00 ;Syngenta Crop Protection AG; 20.00; Isocycloseram;MAGA
PERMISOS;467-26    ;_1492-54-1;KOMBAT 60 WG;BIO ORGO, S.A                                                                                                                                         ;07/05/2026;Kilogramos;2000;China                                             ;China                                             ;Puerto Quetzal                                    ; $28,540.00 ; Q218,007.64 ; Q450.00 ;Ningbo Yihwei Chemicals CO., LTD; 60.00; Metsulfuron-Methyl;MAGA
PERMISOS;468-26    ;302-325;Solvigo 10.8 SC;AGRO INSUMOS, S.A                                                                                                                                     ;07/05/2026;Litros    ;564;Colombia                                          ;Estados Unidos                                    ;Puerto Barrios                                    ; $19,507.56 ; Q148,858.09 ; Q380.00 ;Syngenta Crop Protection AG; 3.60, 7.20; Abamectin, Thiamethoxam;MAGA
PERMISOS;469-26    ;_1492-52-2;AGRIMECTIN 1.8 EC;BIO ORGO, S.A                                                                                                                                         ;07/05/2026;Litros    ;1500;China                                             ;China                                             ;Puerto Quetzal                                    ; $7,860.00 ; Q60,039.95 ; Q175.00 ;Ningbo Yihwei Chemicals Co., LTD.; 1.80; Abamectin;MAGA
PERMISOS;470-26    ;_1195-22-2;ATRAZINA  90  WG;SEMILLAS E INSUMOS AGROPECUARIOS, S.A                                                                                                                 ;07/05/2026;Kilogramos;16380;China                                             ;China                                             ;Puerto Quetzal                                    ; $68,796.00 ; Q525,415.69 ; Q760.00 ;AGROHAO COMPANY LTD; 90.00; Atrazina;MAGA
PERMISOS;471-26    ;302-328;MINECTO DUO 40 WG;AGRO INSUMOS, S.A                                                                                                                                     ;07/05/2026;Kilogramos;540;México                                            ;Estados Unidos                                    ;Tecún Umán                                        ; $62,930.34 ; Q480,169.19 ; Q710.00 ;Syngenta Crop Protection AG; 20.00, 20.00; Thiamethoxam, Cyantraniliprole;MAGA
PERMISOS;472-26    ;302-225A;FUSILADE 12.5 EC;AGRO INSUMOS, S.A                                                                                                                                     ;07/05/2026;Litros    ;2940;México                                            ;México                                            ;Tecún Umán                                        ; $34,504.43 ; Q263,274.67 ; Q495.00 ;Syngenta Crop Protection AG; 12.50; Fluazifop-P-Butil;MAGA
PERMISOS;473-26    ;302-338;Orondis Opti 40.6 SC;AGRO INSUMOS, S.A                                                                                                                                     ;07/05/2026;Litros    ;3456;México                                            ;Estados Unidos                                    ;Tecún Umán                                        ; $50,230.02 ; Q383,263.59 ; Q615.00 ;Syngenta Crop Protection AG; 40.00, 0.60; Chlorothalonil, Oxathiapiprolin;MAGA
PERMISOS;474-26    ;302-81B;CULTAR 25 SC;AGRO INSUMOS, S.A                                                                                                                                     ;07/05/2026;Litros    ;5412;México                                            ;Francia                                           ;Tecún Umán                                        ; $65,875.47 ; Q502,641.03 ; Q735.00 ;Syngenta Crop Protection AG; 25.00; Paclobutrazol;MAGA
PERMISOS;475-26    ;74-15;SWIRSKI ULTI-MITE;Agropecuaria Popoyan, S.A.                                                                                                                            ;08/05/2026;Kilogramos;6.96;Paises Bajos / Holanda                            ;Paises Bajos / Holanda                            ;Express Aéreo                                     ; $821.54 ; Q6,273.50 ; Q35.00 ;KOPPERT B.V.; 250.00; Amblyseius swirskii;MAGA
PERMISOS;476-26    ;74-16;SWIRSKI MITE;Agropecuaria Popoyan, S.A.                                                                                                                            ;08/05/2026;Kilogramos;0.24;Paises Bajos / Holanda                            ;Paises Bajos / Holanda                            ;Express Aéreo                                     ; $240.17 ; Q1,834.00 ; Q20.00 ;KOPPERT B.V.; 100.00; Amblyseius swirskii;MAGA
PERMISOS;477-26    ;74-7;Limonica;Agropecuaria Popoyan, S.A.                                                                                                                            ;08/05/2026;Kilogramos;0.92;Paises Bajos / Holanda                            ;Paises Bajos / Holanda                            ;Express Aéreo                                     ; $508.34 ; Q3,881.82 ; Q20.00 ;KOPPERT B.V.; 100.00; Amblydromalus limonicus;MAGA
PERMISOS;478-26    ;74-02;Spical;Agropecuaria Popoyan, S.A.                                                                                                                            ;08/05/2026;Kilogramos;0.13;Paises Bajos / Holanda                            ;Paises Bajos / Holanda                            ;Express Aéreo                                     ; $112.54 ; Q859.39 ; Q20.00 ;KOPPERT B.V.; 100.00; Neoseiulus californicus;MAGA
PERMISOS;479-26    ;74-5;SPIDEX VITAL;Agropecuaria Popoyan, S.A.                                                                                                                            ;08/05/2026;Kilogramos;1.95;Paises Bajos / Holanda                            ;Paises Bajos / Holanda                            ;Express Aéreo                                     ; $1,808.03 ; Q13,806.61 ; Q80.00 ;KOPPERT B.V.; 100.00; Phytoseiulus persimilis;MAGA
PERMISOS;480-26    ;74-4;THRIPOR-I;Agropecuaria Popoyan, S.A.                                                                                                                            ;08/05/2026;Kilogramos;0.15;Paises Bajos / Holanda                            ;Paises Bajos / Holanda                            ;Express Aéreo                                     ; $658.18 ; Q5,026.04 ; Q30.00 ;KOPPERT B.V.; 100.00; Orius insidiosus;MAGA
PERMISOS;481-26    ;_617-4A-14;STRIKE 142.50  GE;CLASSIC GUATEMALA, S.A                                                                                                                                ;08/05/2026;Litros    ;8970.45;Honduras                                          ;Honduras                                          ;Agua Caliente                                     ; $94,189.72 ; Q719,944.78 ; Q950.00 ;Zoli Hendrix And Dail de Honduras S.A. de C.V.; 54.90; 1,3 Dicloropropeno, Cloropicrina;MAGA
PERMISOS;482-26    ;_617-3A-13;TRI - LONE 113.74  GE;CLASSIC GUATEMALA, S.A                                                                                                                                ;08/05/2026;Litros    ;50359.42;Honduras                                          ;Honduras                                          ;Agua Caliente                                     ; $370,141.77 ; Q2,829,200.83 ; Q1,415.00 ;Zoli Hendrix & Dail DE honduras S.A. DE C.V.; 113.74; 1,3 Dicloropropeno;MAGA
